Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
45,,"Mar 27, 2025","May 31, 2025",Complete,99 Av Closure,99 Avenue NW,150 Street NW,151 Street NW,Total Closure,3 Years,99 Av will be closed from 150 St - 151 St for the construction of a drainage tunnel shaft. Use other routes.,Drainage Shaft Construction,Construction,Northwest,Road and Sidewalk,POINT (-113.57977757224818 53.53771875210941)
732,,"Aug 27, 2025","Aug 28, 2025",Complete,53 Ave to WMD SB Ramp Closure,53 Avenue NW,Whitemud Drive NW,,Total Closure,1 Night,Night work only from 10pm to 6am. 53 Ave to Whitemud Dr EB ramp will be closed due to a pavement marking install. Use detour route.,Pavement Marking Install,Construction,Southwest,Road,POINT (-113.55868614568186 53.4901720728705)
42,,"Apr 29, 2024","Aug 05, 2025",Complete,Reduced to Single Lane Each Direction,103A Avenue NW,97 Street NW,101 Street NW,Increased Travel Time,14 Months,"Starts Monday Apr 29/24 until July 31/25. Reduced to single lane in each direction & north sidewalk closures from 99 St-100 St. Alternating xwalk closures on 99 St-103A Ave int. 104 Ave, 99 St-100 St closed, access to CN Tower parkade maintained.",99 St LRT  Pedway Project,Construction,Central,Road and Sidewalk,POINT (-113.48723889205047 53.54661818140958)
757,,"Aug 25, 2025","Sep 09, 2025",Current,inside lanes EB and WB,151 Avenue NW,26 Street NW,25 Street NW,Travel Delays,2 Weeks,151 Avenue between 25 and 26 Street will be reduced to one lane in each direction for approximately 2 weeks due to a subsidence.  Keep right through the construction,Road Subsidence,Construction,Northeast,Road,POINT (-113.37814337872638 53.61316470716728)
117,,"Apr 16, 2025","Apr 17, 2025",Complete,Westbound Yellowhead Off Ramp to 149 St Closure,Yellowhead Trail NW,St Albert Trail NW,149 Street NW,Travel Delays,1 Night (9pm - 6am),The Westbound Yellowhead Trail off ramp to the westbound service road and access to 149 St will be closed for 1 night (9pm - 6am). Follow posted detour route.,Drainage Inspections,Construction,Northwest,Road,POINT (-113.55691699367259 53.58114638923677)
182,,"May 01, 2025","May 04, 2025",Complete,65 St total closure,65 Street NW,19 Avenue NW,,Total Closure,4 days,65 St from 19 Ave to the lane north will be total closed for Drainage work. Use 61 St from 19A Ave as detour,Drainage Work,Construction,Southeast,Road and Sidewalk,POINT (-113.4374825450298 53.55484604906639)
485,,"Jul 11, 2025","Jul 12, 2025",Complete,Double lane clousre Eastbound,Whitemud Drive NW,111 Street NW,,Travel Delays,2 Days,July 11th @ 10pm to July 12th @ 8pm. Whitemud Dr @ 111st Overpass will be reduced to 2 lanes eastbound. Both left turning lanes will be closed. Left turns permitted from the #2 lane. Expect delays.,LRT Track Repair,Construction,Southwest,Road,POINT (-113.5304417803415 53.493770973792785)
294,,"Jun 04, 2025","Oct 01, 2025",Revised,101A Ave; 97 St-96 St,Okisikow Way NW,97 Street NW,,Total Closure,4 Months (24/7),101A Avenue NW closed from 97 St - 96 St. North sidewalk closed. Pedestrian detour using south sidewalk. Vehicle detour using Jasper Ave and 96 St from Jasper Ave.,Road Rehab,Construction,Central,Road and Sidewalk,POINT (-113.48585141952232 53.543146463375926)
620,,"Aug 29, 2025","Sep 04, 2025",Current,97 ST Lane Closure,97 Street NW,112 Avenue NW,118 Avenue NW,Increased Travel Time,One Week,97 ST northbound and southbound will be reduced to a single lane between 09:00-15:30hrs daily. Keep right.,Tree/Shrub Install,Construction,Central,Road,POINT (-113.49203430163989 53.57038968237327)
870,,"Sep 15, 2025","Sep 22, 2025",Current,WMD EB @ 53ave on and off ramps closed,Whitemud Drive NW,53 Avenue NW,,Total Closure,7 Nights,Nightly from 9pm - 6am. WMD EB @ 53 Ave on and off ramps both closed due to milling and paving. Follow detour route.,Milling and Paving,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
342,,"Jun 16, 2025","Aug 22, 2025",Revised,SB 66 St Outside Lane Closure,66 STREET NW,134 AVENUE NW,131A AVENUE NW,Travel Delays,11 Weeks,SB 66 St reduced to one inside lane through 132 Ave intersection. Pedestrians maintained.,132 Avenue Rehab,Construction,Northeast,Road,POINT (-113.44297808085781 53.591279645382)
243,,"May 29, 2025","Oct 31, 2025",Revised,18 St over Horsehills Creek Bridge Replacement,18 Street NW,195 Avenue NW,227 Avenue NW,Travel Delays,5 Months,18 St will be closed from ~150m North of 195 Ave to ~2.75km South of 227 Ave NW,Bridge Replacement,Construction,Northeast,Road,POINT (-113.36892257011127 53.65718967417557)
421,,"Jul 04, 2025","Jul 07, 2025",Complete,23 Ave Eastbound single lane closure,23 Avenue NW,110 Street NW,109 Street NW,Travel Delays,4 Days,July 4th @ 8pm - July 7th @ 3pm. 23 Ave will be reduced to 1 lane eastbound due to a water valve repair. Expect travel delays.,Water Valve Repair,Construction,Southwest,Road,POINT (-113.5131255933576 53.45391444717285)
60,,"Mar 04, 2025",,Current,Reduced to single lane,34 Street NW,Sherwood Park Freeway,,Travel Delays,,34 St over Sherwood Park Freeway is reduced to a single lane each direction and speed reduced to 30km/hr for bridge repairs. No left turns onto freeway permitted. Use 17 St or 50 St for detour.,Bridge Repairs,Construction,Southeast,Road,POINT (-113.3939909888171 53.51682137386834)
73,,"Apr 01, 2025","Apr 03, 2025",Complete,Single Lane Closures,199 Street NW,62 Avenue,,Travel Delays,3 Days,199 St & 62 Ave will be reduced to signle straight through lane westbound and souhtbound due to an emergency drainage repair. Expect travel delays.,Emergency Drainage Repair,Construction,Southwest,Road,POINT (-113.66576533527477 53.49384935580956)
169,,"Nov 01, 2024","Nov 01, 2026",Current,Capital Line LRT Project,111 Street,9 Avenue,29A Avenue,Increased Travel Time,2 year,Various lane closure for LRT Construction,LRT Construction,Construction,Southwest,Road and Sidewalk,POINT (-113.51825745689013 53.43939857725276)
148,,"Apr 29, 2025","Apr 30, 2025",Complete,Yellowhead Trail Service Rd Closure,Yellowhead Trail NW,142 Street NW,St Albert Trail NW,Total Closure,1 Night (9 pm - 6 am),Total closure of the Yellowhead Tr EB service road from 142 St to St Albert Trail including the on-ramp to YHT EB.,YHT Freeway Conversion,Construction,Northwest,Road,POINT (-113.55691699367259 53.58114638923677)
211,,"May 15, 2025","Oct 09, 2025",Current,"108 Ave Closed, 124 St - 123 St",108 Avenue NW,124 Street NW,123 Street NW,Total Closure,5 Months (Thursdays 2pm- 8pm),"108 Av, 124 St - 123 St will be closed on Thursdays from 2pm - 8pm starting May 15th for the 124 St Grand Market.",124 St Grand Market,Special Event,Central,Road,POINT (-113.53589832340887 53.55255290357252)
332,,"Jun 17, 2025","Jul 15, 2025",Current,Total Closure,62 St,Austin O''Brien Road,97A Avenue,Total Closure,4 Weeks,"Starting June 17, 2025 62 Street will be closed between Austing O'Brien Road and 97A Avenue. Please use other routes.",Drainage Install,Construction,Southeast,Road and Sidewalk,POINT (-113.42680702144729 53.53612440247594)
568,,"Jul 30, 2025","Aug 12, 2025",Current,107 St/130 Ave Intersection Closure,107 Street NW,130 Avenue NW,,Total Closure,Two Weeks,,Utility Installation,Construction,Northeast,Road and Sidewalk,POINT (-113.50408452106679 53.58958182320726)
219,,"May 17, 2025","May 17, 2025",Complete,195 Ave Total Closure,195 Avenue NW,18 Street NW,34 Street NW,Total Closure,"One Day, 10AM to 2PM",195 Ave closed at 34 St and 18 St. Detour to 227 Ave. Local access maintained.,Rail Crossing Repair,Construction,Northeast,Road,POINT (-113.39351237034913 53.65775880134406)
82,,"Apr 08, 2025","Apr 08, 2025",Complete,"102 Ave Staged Closures, 121 St - 111 St",102 Avenue NW,121 Street NW,111 Street NW,Total Closure,1 Day (9am - 3:30pm),Staged block-by-block closures of 102 Ave from 121 St - 111 St. Local access to properties maintained via flag person control. Cyclist access on 102 Ave maintained within the road closures.,Drainage Inspection,Construction,Central,Road,POINT (-113.51210610877588 53.54301820373625)
319,,"Jun 14, 2025","Jun 14, 2025",Complete,53 Avenue; 87 Street ot 89 Street - Closure,53 Avenue NW,87 Street NW,89 Street NW,Total Closure,1 Day,One day closure event on Saturday June 14th from 07:00 to 18:00. Parking Ban in effect. Rivercity Motors Annual Charity Show and Shine.,Special Event,Special Event,Central,Road,POINT (-113.46409302432248 53.4898219114007)
687,,"Sep 15, 2025","Mar 15, 2027",Current,102 Av - Wellington Bridge Closure,102 Avenue NW,Wellington Crescent,132 Street NW,Total Closure,18 Months,102 Av will be closed from Wellington Cres / 130 St to west of 132 St for replacement of the Wellington Bridge. The closure includes the sidewalks on both sides of the bridge and the trail underneath.  Access to/from 130 St at 102 Ave and the 132 St /102 Ave intersection will also be closed as part of the work.,Bridge Repairs,Construction,Northwest,Road and Sidewalk,POINT (-113.54655339015358 53.54303920708547)
229,,"May 26, 2025","May 28, 2025",Current,Total Closure,35 Avenue,84 Street,87 Street,Total Closure,3 Days,Local Access Maintaned.,EPCOR Drainage Repair,Construction,Southeast,Road,POINT (-113.46012975517665 53.467600734328556)
55,,"Apr 03, 2025","Aug 15, 2025",Current,Various lane closures,Whitemud Drive,50 Street,,Increased Travel Time,135 Days,Whitemud Drive ramps to 50 St will be reduced in capacity in various phases for bridge rehabilitation construction. Use other routes.,Bridge Rehabilitation,Construction,Southeast,Road and Sidewalk,POINT (-113.52375994564702 53.49338159384114)
682,,"Aug 22, 2025","Aug 24, 2025",Complete,Multiple Lane Closure's,34 Avenue NW,106 Street NW,Calgary Trail NW,Travel Delays,3 Days,"Friday @ 10pm until Sunday @ 4pm. Multiple lane closure's at the intersection of 106st & 34ave. Left turns will be banned for west, south and northbound traffic. Use other routes.",Drainage Repair,Construction,Southwest,Road and Sidewalk,POINT (-113.49582618721489 53.467670442052956)
765,,"Sep 12, 2025","Sep 13, 2025",Current,102 ST Total Closure,102 Street NW,Jasper Avenue NW,102 Avenue NW,Total Closure,Two Days,Road segment closed to vehicle traffic between 19:00hrs 12-Sep-2025 to 20:00hrs 13-Sep-2025. West sidewalk detoured to east sidewalk. Local access will be maintained.,Crane Lift,Construction,Central,Road and Sidewalk,POINT (-113.49556974628355 53.540931215120395)
671,,"Aug 22, 2025","Sep 13, 2025",REVISED,184 St Reduced to 1 Lane NB,184 Street NW,105 Avenue NW,107 Avenue NW,Travel Delays,2.5 Weeks,184 St will be reduced to 1 lane NB from South of 107 Av to 107 Av. The east sidewalk will be closed as well. Use other routes.,Emergency Drainage Repair,Construction,Northwest,Road and Sidewalk,POINT (-113.63982939113912 53.54859772775772)
714,,"Aug 25, 2025","Aug 26, 2025",Current,106 St Closure,106 Street NW,Jasper Avneue Nw,100 Avenue NW,Total Closure,1 Night 9pm-2am,106 St will be closed from Jasper Av to the alley south of Jasper Av for Utility work.,Utility Work,Construction,Central,Road,POINT (-113.50292151367864 53.538834998994695)
203,,"May 20, 2025","Jun 01, 2025",Complete,145 Ave; 20 St-21 St (Total Closure),145 Avenue NW,20 Street NW,21 Street NW,Total Closure,15 Days (24/7),"145 Ave from 20 St to 21 St will be closed to vehicle traffic. Please use other
routes.",DRAINAGE REPAIR REPLACE,Construction,Northeast,Road,POINT (-113.37289041483925 53.607105586633075)
458,,"Jul 10, 2025","Jul 21, 2025",Complete,105 Av Reduced to 1 Lane Each Way,105 Avenue NW,174 Street NW,176 Street NW,Travel Delays,12 Days,105 Av will be reduced to 1 lane each way from 174 St to 176 St. Use other routes.,Power Installation,Construction,Northwest,Road,POINT (-113.62038922558239 53.54861930307397)
371,,"Jul 02, 2025","Jul 25, 2025",Complete,113 Street Closure,113 Street NW,11 Avenue NW,10A Avenue NW,Total Closure,3 Weeks,113 St from 11 Ave to 10A Ave will be closed due to Drainage maintenance. Use other routes.,Drainage Maintenance,Construction,Southwest,Road,POINT (-113.52476677727853 53.44165979627631)
139,,"Apr 28, 2025","Jul 09, 2025",Complete,Eastbound to Southbound Turning lane closure,53 Avenue NW,Whitemud Drive NW,,Travel Delays,2.5 Months,Starts April 28th @ 9am. 53ave Eastbound to Whitemud Drive Southbound right turning lane will be closed. Eastbound traffic must turn right at the intersection to access Whitemud Dr Southbound. Expect travel delays.,Road Construction,Construction,Southwest,Road,POINT (-113.55868614568186 53.4901720728705)
794,,"Aug 28, 2025","Aug 29, 2025",Complete,98 Ave; 85 St-91 St Night Flagging,98 Avenue NW,85 Street NW,91 Street NW,Travel Delays,1 night (10pm-6am),98 Ave will be under flagperson control between 85 St and 91 St.,SEWER MAINTENANCE,Construction,Central,Road,POINT (-113.45578088661335 53.53744991122922)
548,,"Jul 23, 2025","Sep 27, 2025",Cancelled,Lane Closures,156 Street NW,79A Avenue NW,77A Avenue NW,Travel Delays,2 Months,"Southbound 156 street on the bridge will be converted to two-way traffic, accommodating both Northbound and Southbound lanes. This change will be affect the section between 79A Avenue and 77A Avenue. East bound 159 street off ramp will be closed.",Construction,Construction,Southwest,Road and Sidewalk,POINT (-113.59035788756594 53.50985087347888)
386,,"Jun 23, 2025","Jun 23, 2025",Complete,Traffic Incident,YELLOWHEAD TRAIL NW,124 STREET NW,,Traffic Incident Delays,Unknown,Stalled vehicle Yellowhead Trail westbound at 124 Street. Right lane blocked.,Traffic Incident,Traffic Incident,Northeast,Road,POINT (-113.5249490750496 53.57821620245865)
447,,"Jun 27, 2025","Sep 30, 2025",Current,132 Ave East Rehab - Phase II,132 Avenue NW,69 Street NW,72 Street NW,Total Closure,Three Months,"132 Ave close from 69 Street to 72 Street. North sidewalk closed to start, South sidewalk closed after completion of North side.",Arterial Rehab,Construction,Northeast,Road and Sidewalk,POINT (-113.4475805112448 53.592199205339696)
535,,"Jul 10, 2025","Jul 25, 2025",Complete,87 Ave Eastbound Single Lane Closure,87 Avenue NW,116 Street NW,114 Street NW,Travel Delays,2 Weeks,Eastbound 87 Ave from 116 St - 114 is reduced to a single lane for an emergency drainage repair. Use other routes.,Emergency Drainage Repair,Construction,Central,Road,POINT (-113.5306301816127 53.522944487812836)
473,,"Jul 03, 2025","Jul 10, 2025",Complete,97 St 132 Ave Delays,97 Street NW,132 Avenue NW,,Travel Delays,One Week,Northbound 97 St outside lane closed at 132 Ave. Westbound 132 Ave reducued to one outside lane. East crosswalk closed.,Utility Repair,Construction,Northeast,Road and Sidewalk,POINT (-113.49198217461417 53.59206680451622)
335,,"Jun 16, 2025","Dec 31, 2026",Current,Ellerslie Road Travel Delays,Ellerslie Road SW,Rabbit Hill Road SW,Heritage Valley Trail SW,Travel Delays,Long Term Project,Starts June 16th. Ellerslie Rd from East of Rabbit Hill Rd to Heritage Valley Trail will be undergoing road construction. Full time speed reduction in place.  Expect travel delays.,Road Construction,Construction,Southwest,Road,POINT (-113.58983573962888 53.425074385191095)
834,,"Sep 06, 2025","Sep 14, 2025",Current,Jasper AV Lane Closure,Jasper Avenue NW,100 Street NW,100A Street NW,Increased Travel Time,Two Weekends,"Jasper AV eastbound reduced to a single lane Sept. 6,7,13,14 between the hours of 07:00-19:00hrs. South sidewalk of road segment detoured to the north sidewalk.",Building Maintenance,Construction,Central,Road and Sidewalk,POINT (-113.49077366153999 53.54112419016741)
145,,"May 02, 2025","May 02, 2025",Complete,Road Closure,107 Street NW,78 Avenue NW,79 Avenue NW,Total Closure,9:00 am - 3:00 pm,107 Street will be closed between 78 Avenue and 79 Avenue.,Construction,Construction,Central,Road and Sidewalk,POINT (-113.50632395781406 53.51424728480858)
412,,"Jul 01, 2025","Jul 01, 2025",Complete,Groat Road SBD Closure,Groat Road,River Valley Road,Emily Murphy Park Road,Directional Closure,6am - 8:30am,"Total closure of southbound Groat Road & Bridge,  River Valley Rd - Emily Murphy Park Rd and single lane closure on southbound Groat Road , 107 Av - River Valley Rd to accommodate the Canada Day Road Race.",Canada Day Road Race,Special Event,Central,Road,POINT (-113.53686440013828 53.53798523953657)
340,,"Jun 13, 2025","Jun 13, 2025",Complete,Traffic Incident,FORT ROAD NW,YELLOWHEAD TRAIL NW,,Traffic Incident Delays,Unknown,Traffic Incident Fort Road northbound at Yellowhead Trail overpass.,Traffic Incident,Traffic Incident,Northeast,Road,POINT (-113.45291388507447 53.58066450309068)
