election_date,state,county_name,jurisdiction,precinct_name,location_type,name,address
2020-11-03,AL,AUTAUGA,AUTAUGA,AUTAUGAVILLE VOL FIRE DEPT,election_day,AUTAUGAVILLE VOL FIRE DEPT,"2610 HIGHWAY 14 W, AUTAUGAVILLE, AL 36003"
2020-11-03,AL,AUTAUGA,AUTAUGA,BILLINGSLEY COMMUNITY CENTER,election_day,BILLINGSLEY COMMUNITY CENTER,"2159 COUNTY RD 37, BILLINGSLEY, AL 36006"
2020-11-03,AL,AUTAUGA,AUTAUGA,BOONE'S CHAPEL,election_day,BOONE'S CHAPEL,"2301 COUNTY RD 66, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,BOOTH VOL FIRE DEPT,election_day,BOOTH VOL FIRE DEPT,"1701 COUNTY ROAD 10, BOOTH, AL 36008"
2020-11-03,AL,AUTAUGA,AUTAUGA,CAMELLIA BAPTIST CH,election_day,CAMELLIA BAPTIST CH,"201 WOODVALE ROAD, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,CENTRAL AL ELECTRIC COOP BLDG,election_day,CENTRAL AL ELECTRIC COOP BLDG,"3613 HWY 14 W, AUTAUGAVILLE, AL 36003"
2020-11-03,AL,AUTAUGA,AUTAUGA,CHAMBER OF COMMERCE,election_day,CHAMBER OF COMMERCE,"131 NORTH COURT ST, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,COUNTY LINE BAPTIST CH,election_day,COUNTY LINE BAPTIST CH,"1524 COUNTY RD 39, DEATSVILLE, AL 36022"
2020-11-03,AL,AUTAUGA,AUTAUGA,DOSTER COMMUNITY CENTER,election_day,DOSTER COMMUNITY CENTER,"424 S. NORTHINGTON ST., PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,EAST MEMORIAL CHRISTIAN ACADEMY,election_day,EAST MEMORIAL CHRISTIAN ACADEMY,"1320 OLD RIDGE ROAD E, PRATTVILLE, AL 36066"
2020-11-03,AL,AUTAUGA,AUTAUGA,HERITAGE BAPTIST CHURCH,election_day,HERITAGE BAPTIST CHURCH,"1357 SOUTH MEMORIAL DRIVE, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,INDEPENDENCE VOL FIRE DEPT,election_day,INDEPENDENCE VOL FIRE DEPT,"1702 COUNTY ROAD 40 W, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,JONES COMM CENTER,election_day,JONES COMM CENTER,"848 CO RD 83, JONES, AL 36749"
2020-11-03,AL,AUTAUGA,AUTAUGA,MARBURY MIDDLE SCHOOL BAND ROOM,election_day,MARBURY MIDDLE SCHOOL BAND ROOM,"210 CO RD 20 E, MARBURY, AL 36051"
2020-11-03,AL,AUTAUGA,AUTAUGA,OLD KINGSTON VOL FIRE DEPT,election_day,OLD KINGSTON VOL FIRE DEPT,"1047 COUNTY ROAD 40 W, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,PRATTMONT BAPTIST CH,election_day,PRATTMONT BAPTIST CH,"814 SMITH AVE, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,TRINITY METHODIST CH,election_day,TRINITY METHODIST CH,"610 FAIRVIEW AVE, PRATTVILLE, AL 36066"
2020-11-03,AL,AUTAUGA,AUTAUGA,UPPER KINGSTON C C,election_day,UPPER KINGSTON C C,"1309 UPPER KINGSTON RD, PRATTVILLE, AL 36067"
2020-11-03,AL,AUTAUGA,AUTAUGA,WHITE CITY FIRE STA,election_day,WHITE CITY FIRE STA,"1151 CO RD 49, MARBURY, AL 36051"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   1 -  LITTLE RIVER VFD,election_day,PREC   1 -  LITTLE RIVER VFD,"71250 STATE HIGHWAY 59, LITTLE RIVER, AL 36550"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   2 - TENSAW NEW VFD,election_day,PREC   2 - TENSAW NEW VFD,"65123 STATE HWY 59, STOCKTON, AL 36579"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   3 - OLD VAUGHN SCHOOL,election_day,PREC   3 - OLD VAUGHN SCHOOL,"55260 COUNTY RD 21, STOCKTON, AL 36579"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   4 - CROSSROADS DURANT CHURCH,election_day,PREC   4 - CROSSROADS DURANT CHURCH,"9551 STATE HIGHWAY 138, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   5 - DOUGLASVILLE BOYKIN CTR,election_day,PREC   5 - DOUGLASVILLE BOYKIN CTR,"900 B STILL BLVD, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   6 - BROMLEY VFD SUBST,election_day,PREC   6 - BROMLEY VFD SUBST,"36625 STATE HIGHWAY 225, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   7 - SPANISH FT NEW LIFE CHURCH,election_day,PREC   7 - SPANISH FT NEW LIFE CHURCH,"10424 US HIGHWAY 31, SPANISH FORT, AL 36527"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   8 - LOXLEY  ELLISVILLE CENTER,election_day,PREC   8 - LOXLEY  ELLISVILLE CENTER,"14090 COUNTY RD 66, LOXLEY, AL 36551"
2020-11-03,AL,BALDWIN,BALDWIN,PREC   9 - LOXLEY CIVIC CENTER,election_day,PREC   9 - LOXLEY CIVIC CENTER,"4198 MUNICIPAL PARK DR, LOXLEY, AL 36551"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 10 - PT CLEAR ST FRANCIS CHURCH,election_day,PREC 10 - PT CLEAR ST FRANCIS CHURCH,"17280 SCENIC HIGHWAY 98, FAIRHOPE, AL 36532"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 11 - LOTTIE VFD,election_day,PREC 11 - LOTTIE VFD,"59591 JACK SPRINGS RD, ATMORE, AL 36502"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 12 - STOCKTON CIVIC BUILDING,election_day,PREC 12 - STOCKTON CIVIC BUILDING,"54060 STATE HIGHWAY 59, STOCKTON, AL 36579"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 13 - RABUN VFD,election_day,PREC 13 - RABUN VFD,"53980 RABUN RD, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 14 - PERDIDO VFD #1,election_day,PREC 14 - PERDIDO VFD #1,"23380 COUNTY RD 47, PERDIDO, AL 36562"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 15 - BAY MINETTE CIVIC CENTER,election_day,PREC 15 - BAY MINETTE CIVIC CENTER,"301 DOLIVE ST, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 16 - PINEGROVE VFD #1,election_day,PREC 16 - PINEGROVE VFD #1,"42245 PINE GROVE RD, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 17 - WHITEHOUSE FORK VFD,election_day,PREC 17 - WHITEHOUSE FORK VFD,"11014 WHITEHOUSE FORK RD EXT, BAY MINETTE, AL 36507"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 18 - STAPLETON VFD,election_day,PREC 18 - STAPLETON VFD,"36276 STATE HIGHWAY 59, STAPLETON, AL 36578"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 19 - GATESWOOD VFD,election_day,PREC 19 - GATESWOOD VFD,"33014 COUNTY HIGHWAY 112, ROBERTSDALE, AL 36567"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 20 - DAPHNE HIGH SCH/TROJAN HALL,election_day,PREC 20 - DAPHNE HIGH SCH/TROJAN HALL,"9160 CHAMPIONS WAY, DAPHNE, AL 36526"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 21 - CLEAR SPRINGS FELLOWSHIP HALL,election_day,PREC 21 - CLEAR SPRINGS FELLOWSHIP HALL,"27889 COUNTY HIGHWAY 112, ROBERTSDALE, AL 36567"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 22 - ROSINTON METHODIST CHURCH,election_day,PREC 22 - ROSINTON METHODIST CHURCH,"26011 BALDWIN BEACH EXPRESS, ROBERTSDALE, AL 36567"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 23 - BELFOREST CHRISTIAN CHURCH,election_day,PREC 23 - BELFOREST CHRISTIAN CHURCH,"25270 COUNTY RD 54 WEST, DAPHNE, AL 36526"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 24 - SILVERHILL COMMUNITY CENTER,election_day,PREC 24 - SILVERHILL COMMUNITY CENTER,"16111 SOUTH AVE, SILVERHILL, AL 36576"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 25 - ROBERTSDALE PZK HALL,election_day,PREC 25 - ROBERTSDALE PZK HALL,"17933 STATE HWY 104, ROBERTSDALE, AL 36567"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 26 -  ELSANOR BETHEL BAPTIST CHURCH,election_day,PREC 26 -  ELSANOR BETHEL BAPTIST CHURCH,"22250 US HIGHWAY 90, ROBERTSDALE, AL 36567"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 27 - SEMINOLE VFD,election_day,PREC 27 - SEMINOLE VFD,"33723 LOST RIVER RD, SEMINOLE, AL 36574"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 28 - LILLIAN COMMUNITY CENTER,election_day,PREC 28 - LILLIAN COMMUNITY CENTER,"34148 WIDELL AVE, LILLIAN, AL 36549"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 29 - PERDIDO BEACH VFD,election_day,PREC 29 - PERDIDO BEACH VFD,"8450 ESCAMBIA AVE, ELBERTA, AL 36530"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 30 - MARLOW VFD,election_day,PREC 30 - MARLOW VFD,"13355 COUNTY RD 32, SUMMERDALE, AL 36580"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 31 - SUMMERDALE COMM CENTER,election_day,PREC 31 - SUMMERDALE COMM CENTER,"300 W JACKSON ST, SUMMERDALE, AL 36580"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 32  - ELBERTA CIVIC CENTER,election_day,PREC 32  - ELBERTA CIVIC CENTER,"25070 PINE STREET, ELBERTA, AL 36530"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 33 - MIFLIN GRAHAM CREEK CENTER,election_day,PREC 33 - MIFLIN GRAHAM CREEK CENTER,"23030 WOLF BAY DR, FOLEY, AL 36535"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 34 - JOSEPHINE VFD,election_day,PREC 34 - JOSEPHINE VFD,"6824 COUNTY RD 95, ELBERTA, AL 36530"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 35 - DAPHNE CIVIC CENTER,election_day,PREC 35 - DAPHNE CIVIC CENTER,"2603 US HIGHWAY 98, DAPHNE, AL 36526"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 36 - MAGNOLIA SPGS WESLEYAN CH,election_day,PREC 36 - MAGNOLIA SPGS WESLEYAN CH,"12233 MAGNOLIA SPRINGS HWY, MAGNOLIA SPRINGS, AL 36555"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 37 - BON SECOUR MORGAN'S CHAPEL,election_day,PREC 37 - BON SECOUR MORGAN'S CHAPEL,"6325 BON SECOUR HIGHWAY, BON SECOUR, AL 36511"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 38 - FOLEY CIVIC CENTER,election_day,PREC 38 - FOLEY CIVIC CENTER,"407 E LAUREL AVE, FOLEY, AL 36535"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 39 - GULF SHORES CIVIC CENTER,election_day,PREC 39 - GULF SHORES CIVIC CENTER,"1930 W 2ND STREET, GULF SHORES, AL 36542"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 40 - FORT MORGAN VFD #1,election_day,PREC 40 - FORT MORGAN VFD #1,"12105 STATE HWY 180, GULF SHORES, AL 36542"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 41 - ORANGE BEACH COMM CENTER,election_day,PREC 41 - ORANGE BEACH COMM CENTER,"27235 CANAL RD, ORANGE BEACH, AL 36561"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 42 - FAIRHOPE CIVIC CENTER,election_day,PREC 42 - FAIRHOPE CIVIC CENTER,"161 N SECTION ST, FAIRHOPE, AL 36532"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 43 - FAIRHOPE - 3 CIRCLE CHURCH,election_day,PREC 43 - FAIRHOPE - 3 CIRCLE CHURCH,"10274 STATE HWY 104, FAIRHOPE, AL 36532"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 44 - BARNWELL VFD,election_day,PREC 44 - BARNWELL VFD,"8587 US HWY 98, FAIRHOPE, AL 36532"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 45 - SPANISH FT COMMUNITY CENTER,election_day,PREC 45 - SPANISH FT COMMUNITY CENTER,"7361 SPANISH FORT BLVD, SPANISH FORT, AL 36527"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 46 - SPANISH FT CHURCH OF CHRIST,election_day,PREC 46 - SPANISH FT CHURCH OF CHRIST,"8100 SPANISH FORT BLVD, SPANISH FORT, AL 36527"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 47 - FOLEY METHODIST CHURCH,election_day,PREC 47 - FOLEY METHODIST CHURCH,"915 N PINE STREET, FOLEY, AL 36535"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 48 - GULF SHORES CULTURAL CENTER,election_day,PREC 48 - GULF SHORES CULTURAL CENTER,"19470 OAK ROAD W, GULF SHORES, AL 36542"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 49 - FAIRHOPE HOMESTEAD VILLAGE,election_day,PREC 49 - FAIRHOPE HOMESTEAD VILLAGE,"924 PLANTATION BOULEVARD, FAIRHOPE, AL 36532"
2020-11-03,AL,BALDWIN,BALDWIN,PREC 50 - MARS HILL CHURCH,election_day,PREC 50 - MARS HILL CHURCH,"17176 S. GREENO RD, FAIRHOPE, AL 36532"
2020-11-03,AL,BARBOUR,BARBOUR,BAKERHILL TOWN HALL,election_day,BAKERHILL TOWN HALL,"1896 HIGHWAY 131, BAKER HILL, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,BEVILL CENTER,election_day,BEVILL CENTER,"3223 S. EUFAULA AVENUE, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,BLUE SPRINGS CITY HALL,election_day,BLUE SPRINGS CITY HALL,"2571 HIGHWAY 10, CLIO, AL 36017"
2020-11-03,AL,BARBOUR,BARBOUR,CLAYTON COURTHOUSE,election_day,CLAYTON COURTHOUSE,"1 COURT SQUARE, CLAYTON, AL 36016"
2020-11-03,AL,BARBOUR,BARBOUR,CLIO CITY HALL,election_day,CLIO CITY HALL,"3311 ELAMVILLE ST (HWY 51), CLIO, AL 36017"
2020-11-03,AL,BARBOUR,BARBOUR,ELAMVILLE V F D,election_day,ELAMVILLE V F D,"4109 HIGHWAY 51 SOUTH, ARITON, AL 36311"
2020-11-03,AL,BARBOUR,BARBOUR,EUFAULA COMMUNITY CENTER,election_day,EUFAULA COMMUNITY CENTER,"452 LAKE DRIVE, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,EUFAULA WATER BOARD,election_day,EUFAULA WATER BOARD,"840 W. WASHINGTON STREET, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,FELLOWSHIP BAPTIST CHURCH,election_day,FELLOWSHIP BAPTIST CHURCH,"530 HIGHWAY 30, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,GREEN'S CROSS ROADS  VFD,election_day,GREEN'S CROSS ROADS  VFD,"582 COUNTY ROAD 44, CLAYTON, AL 36016"
2020-11-03,AL,BARBOUR,BARBOUR,LOUISVILLE CITY HALL,election_day,LOUISVILLE CITY HALL,"1951 MAIN STREET (HIGHWAY 51), LOUISVILLE, AL 36048"
2020-11-03,AL,BARBOUR,BARBOUR,MCCOO SCHOOL,election_day,MCCOO SCHOOL,"525 SCHOOL STREET, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,MT. ANDREW WATER AUTHORITY,election_day,MT. ANDREW WATER AUTHORITY,"955 COUNTY ROAD 25, MIDWAY, AL 36053"
2020-11-03,AL,BARBOUR,BARBOUR,SANFORD AVENUE GYM,election_day,SANFORD AVENUE GYM,"422 SANFORD AVENUE, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,SPRINGHILL VOL.FIRE DEPARTMENT,election_day,SPRINGHILL VOL.FIRE DEPARTMENT,"115 M P COMER ROAD, EUFAULA, AL 36027"
2020-11-03,AL,BARBOUR,BARBOUR,TEXASVILLE COMM. CTR.,election_day,TEXASVILLE COMM. CTR.,"2429 COUNTY ROAD 53, CLAYTON, AL 36016"
2020-11-03,AL,BIBB,BIBB,ALTERNATIVE SCHOOL,election_day,ALTERNATIVE SCHOOL,"ALTERNATIVE SCH - WB, 456 CAHABA RIVER DRIVE, WEST BLOCTON, AL 35184"
2020-11-03,AL,BIBB,BIBB,BRENT CITY HALL,election_day,BRENT CITY HALL,"BRENT CITY HALL, 22 1ST STREET, BRENT, AL 35034"
2020-11-03,AL,BIBB,BIBB,EOLINE FIRE DEPT,election_day,EOLINE FIRE DEPT,"EOLINE FIRE DEPT, 6480 HWY 82 WEST, CENTREVILLE, AL 35042"
2020-11-03,AL,BIBB,BIBB,GREENPOND FIRE DEPARTMENT,election_day,GREENPOND FIRE DEPARTMENT,"GREENPOND FIRE DEPARTMENT, 19639 EASTERN VALLEY ROAD, WOODSTOCK, AL 35188"
2020-11-03,AL,BIBB,BIBB,LAWLEY COMMUNITY CENTER,election_day,LAWLEY COMMUNITY CENTER,"LAWLEY COMM CENTER, 2971 HIGHWAY 36, LAWLEY, AL 36793"
2020-11-03,AL,BIBB,BIBB,NATIONAL GUARD ARMORY,election_day,NATIONAL GUARD ARMORY,"NATIONAL GUARD ARMORY, 185 WALNUT ST, CENTREVILLE, AL 35042, CENTREVILLE, AL 35042"
2020-11-03,AL,BIBB,BIBB,ROCK BUILDING,election_day,ROCK BUILDING,"ROCK BUILDING, 157 S.W. DAVIDSON DRIVE, CENTREVILLE, AL 35042"
2020-11-03,AL,BIBB,BIBB,SIX MILE COMMUNITY CENTER,election_day,SIX MILE COMMUNITY CENTER,"100 SIX MILE SCHOOL RD, CENTREVILLE, AL 35042, CENTREVILLE, AL 35042"
2020-11-03,AL,BLOUNT,BLOUNT,ALLGOOD FIRE DEPARTMENT,election_day,ALLGOOD FIRE DEPARTMENT,"4535 OLD HWY 75, ONEONTA, AL 35121"
2020-11-03,AL,BLOUNT,BLOUNT,"BLOUNT SPRINGS, RICETOWN FIRE DEPT",election_day,"BLOUNT SPRINGS, RICETOWN FIRE DEPT","241 RICE TOWN ROAD, HAYDEN, AL 35079"
2020-11-03,AL,BLOUNT,BLOUNT,"BLOUNTSVILLE,  TOWN HALL",election_day,"BLOUNTSVILLE,  TOWN HALL","10017 LEE STREET W, BLOUNTSVILLE TOWN HALL, BLOUNTSVILLE, AL 35031"
2020-11-03,AL,BLOUNT,BLOUNT,"BROOKSVILLE, PRECINCT 1001 COMMUNITY CENTER/FIRE",election_day,"BROOKSVILLE, PRECINCT 1001 COMMUNITY CENTER/FIRE","81390 US HWY 278, BROOKSVILLE COMMUNITY CNTR/FIRE HALL, BLOUNTSVILLE, AL 35031"
2020-11-03,AL,BLOUNT,BLOUNT,CENTER SPRINGS BAPTIST CHURCH,election_day,CENTER SPRINGS BAPTIST CHURCH,"6516 CENTER SPRINGS RD, TRAFFORD, AL 35172"
2020-11-03,AL,BLOUNT,BLOUNT,"CLEVELAND, PRECINCT 16",election_day,"CLEVELAND, PRECINCT 16","517 PARK ROAD, CLEVELAND COMMUNITY CENTER, CLEVELAND, AL 35049"
2020-11-03,AL,BLOUNT,BLOUNT,HAYDEN COMMUNITY CENTER 0401,election_day,HAYDEN COMMUNITY CENTER 0401,"629 COUNTY HWY 7, HAYDEN, AL 35079"
2020-11-03,AL,BLOUNT,BLOUNT,HOLLY SPRINGS,election_day,HOLLY SPRINGS,"175 COUNTY HWY 24, FIRE HALL, SPRINGVILLE, AL 35146"
2020-11-03,AL,BLOUNT,BLOUNT,LOCUST FORK,election_day,LOCUST FORK,"34 TOWN HALL RD, COMMUNITY CENTER/TOWN HALL, LOCUST FORK, AL 35097"
2020-11-03,AL,BLOUNT,BLOUNT,MT.HIGH FIRE HALL,election_day,MT.HIGH FIRE HALL,"1777 SKYLINE DR, WARRIOR, AL 35180, WARRIOR, AL 35180"
2020-11-03,AL,BLOUNT,BLOUNT,NECTAR COMMUNITY CENTER,election_day,NECTAR COMMUNITY CENTER,"14795 STATE HWY 160, HAYDEN, AL 35079"
2020-11-03,AL,BLOUNT,BLOUNT,ONEONTA FRANK GREEN BLDG.,election_day,ONEONTA FRANK GREEN BLDG.,"415 5TH AVE EAST, ONEONTA, AL 35121"
2020-11-03,AL,BLOUNT,BLOUNT,PINE MOUNTAIN COMMUNITY CENTER,election_day,PINE MOUNTAIN COMMUNITY CENTER,"96261 PINE MTN. RD, REMLAP, AL 35133"
2020-11-03,AL,BLOUNT,BLOUNT,REMLAP - REMLAP BAPTIST CHURCH,election_day,REMLAP - REMLAP BAPTIST CHURCH,"16331 REMLAP DRIVE, STATE HWY 75, REMLAP, AL 35133"
2020-11-03,AL,BLOUNT,BLOUNT,ROCK SPRINGS,election_day,ROCK SPRINGS,"1904 COUNTY HWY 6, BLOUNTSVILLE, AL 35031"
2020-11-03,AL,BLOUNT,BLOUNT,ROSA TOWN HALL,election_day,ROSA TOWN HALL,"35 WATERTON DR, TOWN HALL, ONEONTA, AL 35121"
2020-11-03,AL,BLOUNT,BLOUNT,ROYAL A - Z,election_day,ROYAL A - Z,"156 TIMMERMAN RD, COMMUNITY CENTER, BLOUNTSVILLE, AL 35031"
2020-11-03,AL,BLOUNT,BLOUNT,SMOKERISE,election_day,SMOKERISE,"1550 SCENIC TRAIL, BAPTIST CHURCH, WARRIOR, AL 35180"
2020-11-03,AL,BLOUNT,BLOUNT,SNEAD  COMMUNITY CENTER,election_day,SNEAD  COMMUNITY CENTER,"235 PARK CIRCLE, ALTOONA, AL 35952"
2020-11-03,AL,BLOUNT,BLOUNT,SNEAD COMMUNITY  CENTER,election_day,SNEAD COMMUNITY  CENTER,"235 PARK CIRCLE, SNEAD, AL 35952"
2020-11-03,AL,BLOUNT,BLOUNT,STRAIGHT MT- HIGHLAND LAKE ANCHOR,election_day,STRAIGHT MT- HIGHLAND LAKE ANCHOR,"612 LAKESHORE DR, ONEONTA, AL 35121"
2020-11-03,AL,BLOUNT,BLOUNT,SUGAR CREEK-BANGOR,election_day,SUGAR CREEK-BANGOR,"9780 STATE HWY 160, WEST BLOUNT FIRE STATION #3, HAYDEN, AL 35079"
2020-11-03,AL,BLOUNT,BLOUNT,SUMMIT,election_day,SUMMIT,"28 COUNTY HWY 25, GUNTERSVILLE, AL 35976"
2020-11-03,AL,BLOUNT,BLOUNT,SUSAN MOORE TOWN HALL,election_day,SUSAN MOORE TOWN HALL,"39989 ST HWY 75, TOWN HALL, ALTOONA, AL 35952"
2020-11-03,AL,BLOUNT,BLOUNT,UNION HILL BAPTIST CHURCH / MURPHREE VALLEY,election_day,UNION HILL BAPTIST CHURCH / MURPHREE VALLEY,"2919 COUNTY HWY 39, UNION HILL BAPTIST CHURCH, ONEONTA, AL 35121"
2020-11-03,AL,BULLOCK,BULLOCK,ABERFOIL,election_day,ABERFOIL,"14473 HIGHWAY 29, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,CORINTH,election_day,CORINTH,"3608 COUNTY RD 45, TROY, AL 36081"
2020-11-03,AL,BULLOCK,BULLOCK,CORNERSTONE,election_day,CORNERSTONE,"261 BALLPARK RD, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,FITZPATRICK,election_day,FITZPATRICK,"9545 HIGHWAY 110, FITZPATRICK, AL 36029"
2020-11-03,AL,BULLOCK,BULLOCK,GUERRYTON,election_day,GUERRYTON,"26 SPARKS LN, HURTSBORO, AL 36860"
2020-11-03,AL,BULLOCK,BULLOCK,INDIAN CREEK,election_day,INDIAN CREEK,"2404 COUNTY RD 21, BANKS, AL 36005"
2020-11-03,AL,BULLOCK,BULLOCK,INVERNESS,election_day,INVERNESS,"9805 COUNTY RD 14, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,MIDWAY  PRECINCT,election_day,MIDWAY  PRECINCT,"OLD MERRITT SCHOOL, 703 OLD TROY RD, MIDWAY, AL 36053"
2020-11-03,AL,BULLOCK,BULLOCK,PEACHBURG,election_day,PEACHBURG,"5583 PEACHBURG RD, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,PEROTE,election_day,PEROTE,"5281 HIGHWAY 29, CORINTH VFD (PEROTE STATION), BANKS, AL 36005"
2020-11-03,AL,BULLOCK,BULLOCK,POST OAK,election_day,POST OAK,"5290 COUNTY RD 15, UNION SPRINGS, AL 39089"
2020-11-03,AL,BULLOCK,BULLOCK,RICHARD B STONE COMPLEX,election_day,RICHARD B STONE COMPLEX,"21578 HIGHWAY 82, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,SARDIS,election_day,SARDIS,"4395 HIGHWAY 223, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,THOMPSON,election_day,THOMPSON,"437 W RAILROAD AV, UNION SPRINGS, AL 36089"
2020-11-03,AL,BULLOCK,BULLOCK,THREE NOTCH,election_day,THREE NOTCH,"28963 HIGHWAY 82, MIDWAY, AL 36053"
2020-11-03,AL,BUTLER,BUTLER,AMERICAN LEGION BUILDING,election_day,AMERICAN LEGION BUILDING,"AMERICAN LEGION BUILDING, 100 AMERICAN LEGION DRIVE, GREENVILLE, AL 36037"
2020-11-03,AL,BUTLER,BUTLER,BOLLING VOTING HOUSE,election_day,BOLLING VOTING HOUSE,"73 BOLLING ROAD, GEORGIANA, AL 36033"
2020-11-03,AL,BUTLER,BUTLER,CENTER HILL VOTING HOUSE,election_day,CENTER HILL VOTING HOUSE,"15003 HALSO MILL ROAD, GREENVILLE, AL 36037"
2020-11-03,AL,BUTLER,BUTLER,CENTRAL FIRE DEPARTMENT,election_day,CENTRAL FIRE DEPARTMENT,"3815 HALSO MILL ROAD, GREENVILLE, AL 36037"
2020-11-03,AL,BUTLER,BUTLER,CHAPMAN POST OFFICE,election_day,CHAPMAN POST OFFICE,"12965 MOBILE RD, GEORGIANA, AL 36033"
2020-11-03,AL,BUTLER,BUTLER,DUNBAR CENTER,election_day,DUNBAR CENTER,"208 SCHOOL HIGHLANDS ROAD, GREENVILLE, AL 36037"
2020-11-03,AL,BUTLER,BUTLER,FOREST HOME VOTING HOUSE,election_day,FOREST HOME VOTING HOUSE,"7870 FOREST HOME RD, FOREST HOME, AL 36030"
2020-11-03,AL,BUTLER,BUTLER,FRIENDSHIP OLD SCHOOL HOUSE,election_day,FRIENDSHIP OLD SCHOOL HOUSE,"9790 MC KENZIE GRADE RD, GREENVILLE, AL 36037"
2020-11-03,AL,BUTLER,BUTLER,GARLAND VOTING HOUSE,election_day,GARLAND VOTING HOUSE,"INTERSECTION OF N. GARLAND RD &HANK WILLIAMS RD, MC KENZIE, AL 36456"
2020-11-03,AL,BUTLER,BUTLER,HARRISON'S VOTING HOUSE,election_day,HARRISON'S VOTING HOUSE,"3732 N. MT. ZION RD, HONORAVILLE, AL 36042"
