election_date,state,county_name,jurisdiction,precinct_name,location_type,name,address
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,TERRACE PARK COMMUNITY BUILDING,"428 ELM AVE, TERRACE PARK, OH 45174"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MARIEMONT PUBLIC LIBRARY,"3810 POCAHONTAS AVE, CINCINNAT, OH 45227"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FAIRFAX RECREATION CENTER,"5903 HAWTHORNE AVE, CINCINNAT, OH 45227"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CROSBY TOWNSHIP SENIOR CENTER,"8910 WILLEY RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CROSBY TOWNSHIP SENIOR CENTER,"8910 WILLEY RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI TOWNSHIP PARK LODGE,"5125 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI MIDDLE SCHOOL,"5280 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI TOWNSHIP SENIOR CENTER,"647 NEEB RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SHILOH UNITED METHODIST CHURCH,"5261 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST SIMON THE APOSTLE CATHOLIC CHURCH,"825 PONTIUS RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SHILOH UNITED METHODIST CHURCH,"5261 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST LUKES COMMUNITY CHURCH,"1191 DEVILS BACKBONE RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI HILLS BAPTIST CHURCH,"5421 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI HILLS BAPTIST CHURCH,"5421 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELSHIRE ELEMENTARY SCHOOL,"4402 GLENHAVEN RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI TOWNSHIP PARK LODGE,"5125 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST LUKES COMMUNITY CHURCH,"1191 DEVILS BACKBONE RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI MIDDLE SCHOOL,"5280 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELSHIRE ELEMENTARY SCHOOL,"4402 GLENHAVEN RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI TOWNSHIP SENIOR CENTER,"647 NEEB RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MOUNT SAINT JOSEPH UNIVERSITY,"5701 DELHI RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST SIMON THE APOSTLE CATHOLIC CHURCH,"825 PONTIUS RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MOUNT SAINT JOSEPH UNIVERSITY,"5701 DELHI RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DELHI MIDDLE SCHOOL,"5280 FOLEY RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ELMWOOD PLACE MUNICIPAL BUILDING,"6118 VINE ST, CINCINNAT, OH 45216"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,EVENDALE RECREATION CENTER,"10500 READING RD, CINCINNAT, OH 45241"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,EVENDALE RECREATION CENTER,"10500 READING RD, CINCINNAT, OH 45241"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,EVENDALE RECREATION CENTER,"10500 READING RD, CINCINNAT, OH 45241"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GLENDALE TOWN HALL,"80 E SHARON AVE, CINCINNAT, OH 45246"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GLENDALE TOWN HALL,"80 E SHARON AVE, CINCINNAT, OH 45246"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GOLF MANOR CIVIC BUILDING,"6450 WIEHE RD, CINCINNAT, OH 45237"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GOLF MANOR CIVIC BUILDING,"6450 WIEHE RD, CINCINNAT, OH 45237"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREENHILLS COMMUNITY PRESBYTERIAN CH,"21 CROMWELL RD, CINCINNAT, OH 45218"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREENHILLS COMMUNITY BUILDING,"8 ENFIELD ST, CINCINNAT, OH 45218"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREENHILLS COMMUNITY PRESBYTERIAN CH,"21 CROMWELL RD, CINCINNAT, OH 45218"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CHEVIOT UNITED METHODIST CHURCH,"3820 WESTWOOD NORTHERN BLVD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST ANTONINUS CATHOLIC CHURCH,"1500 LINNEMAN RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CHRIST FELLOWSHIP CHURCH,"5000 NORTH BEND RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST ANTONINUS CATHOLIC CHURCH,"1500 LINNEMAN RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONFORT HEIGHTS ELEMENTARY SCHOOL,"3711 WEST FORK RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DIAMOND OAKS SCHOOL,"6375 HARRISON AVE, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NATHANAEL GREENE LODGE,"6394 WESSELMAN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BRIDGETOWN CHURCH OF CHRIST,"3854 RACE RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OAK HILLS PRESBYTERIAN CHURCH,"6233 WERK RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP SENIOR CENTER,"3620 EPLEY LN, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OAK HILLS HIGH SCHOOL,"3200 EBENEZER RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST IGNATIUS OF LOYOLA PARISH CHURCH,"5222 NORTH BEND RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OUR LADY OF THE VISITATION PAVILION,"3172 SOUTH RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OAK HILLS HIGH SCHOOL,"3200 EBENEZER RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST ANTONINUS CATHOLIC CHURCH,"1500 LINNEMAN RD, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WHITE OAK MIDDLE SCHOOL,"3130 JESSUP RD, CINCINNAT, OH 45239"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BRIDGETOWN CHURCH OF CHRIST,"3854 RACE RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONFORT HEIGHTS UNITED METHODIST CH,"3682 WEST FORK RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONFORT HEIGHTS PUBLIC LIBRARY,"3825 WEST FORK RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP FIRE - EMS STATION #107,"2280 SYLVED LN, CINCINNAT, OH 45238"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONFORT HEIGHTS ELEMENTARY SCHOOL,"3711 WEST FORK RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP ADMINISTRATION BLDG,"6303 HARRISON AVE, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,PINNACLE POINTE,"5751 SIGNAL POINTE DR, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONFORT HEIGHTS UNITED METHODIST CH,"3682 WEST FORK RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MACK FIRE INCORPORATED CENTER,"6120 BRIDGETOWN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OUR LADY OF THE VISITATION PAVILION,"3172 SOUTH RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BRIDGETOWN CHURCH OF CHRIST,"3854 RACE RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP PUBLIC LIBRARY,"6525 BRIDGETOWN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WHITE OAK MIDDLE SCHOOL,"3130 JESSUP RD, CINCINNAT, OH 45239"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OAK HILLS HIGH SCHOOL,"3200 EBENEZER RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP SENIOR CENTER,"3620 EPLEY LN, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NATHANAEL GREENE LODGE,"6394 WESSELMAN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OAK HILLS PRESBYTERIAN CHURCH,"6233 WERK RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,JOHN FOSTER DULLES ELEMENTARY SCHOOL,"6481 BRIDGETOWN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MACK FIRE INCORPORATED CENTER,"6120 BRIDGETOWN RD, CINCINNAT, OH 45248"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BRIDGETOWN MIDDLE SCHOOL,"3900 RACE RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BRIDGETOWN MIDDLE SCHOOL,"3900 RACE RD, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP ADMINISTRATION BLDG,"6303 HARRISON AVE, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST JAMES THE GREATER CHURCH WHITE OAK,"3565 HUBBLE RD, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,PEACE LUTHERAN CHURCH,"1451 EBENEZER RD, CINCINNAT, OH 45233"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NEW HOPE COMMUNITY CHURCH,"3707 EDGEWOOD DR, CINCINNAT, OH 45211"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREEN TOWNSHIP SENIOR CENTER,"3620 EPLEY LN, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DIAMOND OAKS SCHOOL,"6375 HARRISON AVE, CINCINNAT, OH 45247"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON TOWNSHIP PUBLIC LIBRARY,"10398 NEW HAVEN RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON TOWNSHIP CIVIC CENTER,"9940 NEW HAVEN RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON HIGH SCHOOL ACTIVITY CENTER,"9999 WEST RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,LEGACY WORSHIP CENTER,"207 N VINE ST, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON COMMUNITY CENTER,"300 GEORGE ST, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON AVENUE BAPTIST CHURCH,"1125 HARRISON AVE, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WHITEWATER VALLEY ELEMENTARY SCHOOL,"10800 CAMPBELL RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON HIGH SCHOOL ACTIVITY CENTER,"9999 WEST RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARRISON HIGH SCHOOL ACTIVITY CENTER,"9999 WEST RD, HARRISON, OH 45030"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,LOCKLAND SCHOOL,"ENTER AT GYMNASIUM DOOR - #4, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,LOCKLAND SCHOOL,"ENTER AT GYMNASIUM DOOR - #4, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MARIEMONT PUBLIC LIBRARY,"3810 POCAHONTAS AVE, CINCINNAT, OH 45227"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FAIRFAX RECREATION CENTER,"5903 HAWTHORNE AVE, CINCINNAT, OH 45227"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMI TOWNSHIP COMMUNITY CENTER,"3780 SHADY LN, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,VILLAGE OF NORTH BEND COUNCIL HALL,"21 TAYLOR AVE, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,VFW POST #6428,"140 MAIN ST, ADDYSTON, OH 45001"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,TAYLOR HIGH SCHOOL,"56 COOPER AVE, CLEVES, OH 45002"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,TAYLOR HIGH SCHOOL,"56 COOPER AVE, CLEVES, OH 45002"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMI TOWNSHIP COMMUNITY CENTER,"3780 SHADY LN, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ASTON WOODS POOL AND CLUBHOUSE,"3745 CHESTNUT PARK LN, CLEVES, OH 45002"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMI TOWNSHIP COMMUNITY CENTER,"3780 SHADY LN, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ASTON WOODS POOL AND CLUBHOUSE,"3745 CHESTNUT PARK LN, CLEVES, OH 45002"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,VFW POST #6428,"140 MAIN ST, ADDYSTON, OH 45001"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMI TWP MT NEBO FIRE DEPT STATION #68,"10000 MT NEBO RD, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMI TOWNSHIP COMMUNITY CENTER,"3780 SHADY LN, NORTH BEND, OH 45052"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FIRST BAPTIST CHURCH OF NEWTOWN,"6944 MAIN ST, CINCINNAT, OH 45244"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FIRST BAPTIST CHURCH OF NEWTOWN,"6944 MAIN ST, CINCINNAT, OH 45244"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MARK AME ZION CHURCH,"9208 DALY RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST JOHN NEUMANN CATHOLIC CHURCH,"12191 MILL RD, CINCINNAT, OH 45240"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GREATER EMANUEL APOSTOLIC TEMPLE,"1150 W GALBRAITH RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FLEMING ROAD UNITED CHURCH OF CHRIST,"691 FLEMING RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST VIVIAN CATHOLIC CHURCH,"7600 WINTON RD, CINCINNAT, OH 45224"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST JOHN NEUMANN CATHOLIC CHURCH,"12191 MILL RD, CINCINNAT, OH 45240"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARTWELL RECREATION CENTER,"8275 VINE ST, CINCINNAT, OH 45216"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MESSIAH LUTHERAN CHURCH,"10416 BOSSI LN, CINCINNAT, OH 45218"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SPRINGFIELD TOWNSHIP ARTS CONNECT CTR,"9158 WINTON RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CORPUS CHRISTI CHURCH,"2014 SPRINGDALE RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HARTWELL RECREATION CENTER,"8275 VINE ST, CINCINNAT, OH 45216"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,HOPE FOR YOU WORSHIP CENTER,"1947 MILES RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MARGARET MARY CATHOLIC CHURCH,"1830 W GALBRAITH RD, CINCINNAT, OH 45239"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NEW PROSPECT BAPTIST CHURCH,"1580 SUMMIT RD, CINCINNAT, OH 45237"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CORPUS CHRISTI CHURCH,"2014 SPRINGDALE RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST NICHOLAS GREEK ORTHODOX CHURCH,"7000 WINTON RD, CINCINNAT, OH 45224"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MARK AME ZION CHURCH,"9208 DALY RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MARK AME ZION CHURCH,"9208 DALY RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CORPUS CHRISTI CHURCH,"2014 SPRINGDALE RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST NICHOLAS GREEK ORTHODOX CHURCH,"7000 WINTON RD, CINCINNAT, OH 45224"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,GRACE POINT CHURCH,"7630 VIEW PLACE DR, CINCINNAT, OH 45224"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,JOHN WESLEY METHODIST CHURCH,"1927 W KEMPER RD, CINCINNAT, OH 45240"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NORTHMINSTER PRESBYTERIAN CHURCH,"703 COMPTON RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FLEMING ROAD UNITED CHURCH OF CHRIST,"691 FLEMING RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST VIVIAN CATHOLIC CHURCH,"7600 WINTON RD, CINCINNAT, OH 45224"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MT ZION BAPTIST CHURCH,"10180 WOODLAWN BLVD, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,THE ARLINGTON MEMORIAL GARDENS,"2145 COMPTON RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SPRINGFIELD TOWNSHIP ARTS CONNECT CTR,"9158 WINTON RD, CINCINNAT, OH 45231"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WILLOW CREEK CONDOMINIUMS,"8100 BURKHART ST, CINCINNAT, OH 45237"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FAITH BIBLE CHURCH,"8130 E KEMPER RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DEER PARK HIGH SCHOOL,"8351 PLAINFIELD RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FAITH BIBLE CHURCH,"8130 E KEMPER RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,POWER MISSION BAPTIST CHURCH,"8501 MONTGOMERY RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST VINCENT FERRER CATHOLIC CHURCH,"7754 MONTGOMERY RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,POWER MISSION BAPTIST CHURCH,"8501 MONTGOMERY RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST VINCENT FERRER CATHOLIC CHURCH,"7754 MONTGOMERY RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,FAITH BIBLE CHURCH,"8130 E KEMPER RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,OLDE MONTGOMERY,"7950 VILLAGE DR, CINCINNAT, OH 45242"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BEST WESTERN PLUS INN AND SUITES,"5900 E GALBRAITH RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DEER PARK HIGH SCHOOL,"8351 PLAINFIELD RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST PAUL UNITED METHODIST CHURCH,"8221 MIAMI AVE, CINCINNAT, OH 45243"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,DEER PARK HIGH SCHOOL,"8351 PLAINFIELD RD, CINCINNAT, OH 45236"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CAMP DENNISON UNITED METHODIST CH,"9976 JACKSON ST, CAMP DENNISON, OH 45111"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BOATHOUSE AT LAKE ISABELLA,"10174 LOVELAND MADEIRA RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NORTHEAST COMMUNITY CHURCH,"12079 N LEBANON RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SYCAMORE PRESBYTERIAN CHURCH,"11800 MASON RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,THE COMMUNITY OF THE GOOD SHEPHERD,"8815 E KEMPER RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MONTGOMERY COMMUNITY CHURCH,"11251 MONTGOMERY RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BOATHOUSE AT LAKE ISABELLA,"10174 LOVELAND MADEIRA RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SYMMES TOWNSHIP PUBLIC LIBRARY,"11850 ENYART RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SYCAMORE PRESBYTERIAN CHURCH,"11800 MASON RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CHAS A BRIGHAM JR MASONIC TEMPLE,"11665 N LEBANON RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CHAS A BRIGHAM JR MASONIC TEMPLE,"11665 N LEBANON RD, LOVELAND, OH 45140"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,SYCAMORE PRESBYTERIAN CHURCH,"11800 MASON RD, CINCINNAT, OH 45249"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,TERRACE PARK COMMUNITY BUILDING,"428 ELM AVE, TERRACE PARK, OH 45174"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,TERRACE PARK COMMUNITY BUILDING,"428 ELM AVE, TERRACE PARK, OH 45174"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WHITEWATER TOWNSHIP SENIOR CENTER,"6125 DRY FORK RD, CLEVES, OH 45002"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMITOWN CHURCH OF CHRIST,"6654 STATE ROUTE 128, MIAMITOWN, OH 45041"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,MIAMITOWN CHURCH OF CHRIST,"6654 STATE ROUTE 128, MIAMITOWN, OH 45041"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WOODLAWN COMMUNITY CENTER,"10050 WOODLAWN BLVD, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,WOODLAWN COMMUNITY CENTER,"10050 WOODLAWN BLVD, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,LINCOLN HGTS MISS BAPT CH SOUTH CAMPUS,"9913 WAYNE AVE, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CENTENNIAL ESTATES,"9801 MANGHAM DR, CINCINNAT, OH 45215"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MONICA-ST GEORGE PARISH NEWMAN CTR,"328 W MCMILLAN ST, CINCINNAT, OH 45219"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CORRYVILLE PUBLIC LIBRARY,"2802 SHORT VINE ST, CINCINNAT, OH 45219"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,XAVIER UNIVERSITY,"3800 VICTORY PKWY, CINCINNAT, OH 45207"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,NORWOOD COMMUNITY CENTER,"1810 COURTLAND AVE, CINCINNAT, OH 45212"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,CHRIST CHURCH CATHEDRAL,"318 E 4TH ST, CINCINNAT, OH 45202"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,ST MONICA-ST GEORGE PARISH NEWMAN CTR,"328 W MCMILLAN ST, CINCINNAT, OH 45219"
2020-11-03,OH,HAMILTON,HAMILTON,NA,NA,BLUE ASH RECREATION CENTER,"4433 COOPER RD, CINCINNAT, OH 45242"
2020-11-03,OH,HANCOCK,HANCOCK,NA,NA,HANCOCK COUNTY FAIRGROUNDS,"1017 E SANDUSKY ST, FINDLAY, OH 45840"
2020-11-03,OH,HANCOCK,HANCOCK,NA,NA,HANCOCK COUNTY FAIRGROUNDS,"1017 E SANDUSKY ST, FINDLAY, OH 45840"
