Hydrant Number,Dome Colour,Flow Rate,Installation Year,Latitude,Longitude,Location,Owner,Nearest Address,Life Cycle Indicator
23469,BLUE,> 95 L/s,2015,53.60215,-113.60986,POINT (-113.60986 53.60215),EPCOR,16750 140 AVENUE NW,FAC
11659,BLACK,> 95 L/s,2005,53.45535,-113.47217,POINT (-113.47217 53.45535),EPCOR,9240 26 AVENUE NW,FAC
18898,BLUE,> 95 L/s,2006,53.41647,-113.51705,POINT (-113.51705 53.416473),EPCOR,2632 BOWEN WAY SW,FAC
13309,BLUE,> 95 L/s,1986,53.58613,-113.45007,POINT (-113.450066 53.586132),EPCOR,12803 71 STREET NW,FAC
2913,BLUE,> 95 L/s,1993,53.55470,-113.43008,POINT (-113.430084 53.5547),EPCOR,10747 67 STREET NW,FAC
13039,BLACK,> 95 L/s,1985,53.57157,-113.61119,POINT (-113.61119 53.571568),EPCOR,11911 168 STREET NW,FAC
21496,BLUE,> 95 L/s,2013,53.50736,-113.68243,POINT (-113.68243 53.507355),EPCOR,5318 GODSON POINT NW,FAC
143,BLACK,> 95 L/s,1995,53.55604,-113.48816,POINT (-113.48816 53.55604),EPCOR,10902 96 STREET NW,FAC
2908,BLUE,> 95 L/s,2011,53.53945,-113.44289,POINT (-113.44289 53.53945),EPCOR,7408 99 AVENUE NW,FAC
10662,BLUE,> 95 L/s,1979,53.61754,-113.51773,POINT (-113.51773 53.617542),EPCOR,15505 CASTLE DOWNS ROAD NW,FAC
3689,BLUE,> 95 L/s,2009,53.52852,-113.43849,POINT (-113.43849 53.52852),EPCOR,9232 72 STREET NW,FAC
2643,BLUE,> 95 L/s,1993,53.50998,-113.44616,POINT (-113.44617 53.509975),EPCOR,7303 77 STREET NW,FAC
5751,BLUE,> 95 L/s,1966,53.47480,-113.51392,POINT (-113.513916 53.4748),EPCOR,10915 39 AVENUE NW,FAC
15608,BLACK,> 95 L/s,1997,53.58724,-113.61009,POINT (-113.610085 53.58724),EPCOR,16810 129 AVENUE NW,FAC
6667,BLUE,> 95 L/s,1971,53.50878,-113.61971,POINT (-113.61971 53.50878),EPCOR,7607 172A STREET NW,FAC
23995,BLUE,> 95 L/s,2018,53.60437,-113.50801,POINT (-113.50801 53.60437),EPCOR,6010 NADEN LANDING NW,FAC
21716,BLUE,> 95 L/s,2014,53.42267,-113.59970,POINT (-113.5997 53.422676),EPCOR,16028 12 AVENUE SW,FAC
20631,BLUE,> 95 L/s,2010,53.63255,-113.42977,POINT (-113.42977 53.63255),EPCOR,542 MCDONOUGH WAY NW,FAC
2681,BLUE,> 95 L/s,1991,53.50678,-113.45360,POINT (-113.4536 53.50678),EPCOR,7036 82 STREET NW,FAC
1886,BLUE,> 95 L/s,1988,53.56202,-113.54883,POINT (-113.54883 53.562023),EPCOR,11243 132 STREET NW,FAC
23941,BLUE,> 95 L/s,2018,53.61394,-113.37773,POINT (-113.37773 53.613937),EPCOR,2550 151A AVENUE NW,FAC
9214,BLUE,> 95 L/s,1977,53.52067,-113.41151,POINT (-113.41151 53.520668),EPCOR,8402 45 STREET NW,FAC
16855,BLACK,> 95 L/s,2001,53.61538,-113.56087,POINT (-113.56087 53.615383),EPCOR,15318 138A STREET NW,FAC
5842,BLACK,> 95 L/s,2013,53.51254,-113.41382,POINT (-113.41382 53.51254),EPCOR,4743 76 AVENUE NW,FAC
2550,BLUE,> 95 L/s,1957,53.53103,-113.57261,POINT (-113.57261 53.531033),EPCOR,9405 146 STREET NW,FAC
6096,BLUE,> 95 L/s,2018,53.53455,-113.57819,POINT (-113.578186 53.53455),EPCOR,9640 149 STREET NW,FAC
9569,BLUE,> 95 L/s,1978,53.44110,-113.41111,POINT (-113.41111 53.441105),EPCOR,4708 12 AVENUE NW,FAC
21752,BLUE,> 95 L/s,2013,53.41431,-113.43762,POINT (-113.437614 53.414307),EPCOR,1451 WATT DRIVE SW,FAC
15772,BLACK,> 95 L/s,1997,53.61162,-113.41637,POINT (-113.41637 53.611618),EPCOR,4944 149 AVENUE NW,FAC
19063,BLUE,> 95 L/s,2006,53.62121,-113.55650,POINT (-113.556496 53.621204),EPCOR,13448 159A AVENUE NW,FAC
12034,BLUE,> 95 L/s,2021,53.47594,-113.39976,POINT (-113.39976 53.475937),EPCOR,4021 38 STREET NW,FAC
27179,BLUE,> 95 L/s,2020,53.52594,-113.69578,POINT (-113.695786 53.525944),EPCOR,21817 91A AVENUE NW,FAC
9354,BLUE,> 95 L/s,2008,53.60117,-113.37798,POINT (-113.37798 53.60117),EPCOR,2321 138A AVENUE NW,FAC
21616,BLUE,> 95 L/s,2011,53.54947,-113.54196,POINT (-113.54196 53.549465),EPCOR,10604 127 STREET NW,FAC
7728,BLUE,> 95 L/s,1975,53.54254,-113.47357,POINT (-113.473564 53.54254),EPCOR,10016 93 STREET NW,FAC
14006,BLACK,> 95 L/s,1990,53.63922,-113.49838,POINT (-113.49838 53.63922),EPCOR,17440 100 STREET NW,FAC
20659,BLUE,> 95 L/s,2011,53.62827,-113.33137,POINT (-113.331375 53.628265),EPCOR,16620 9 STREET NE,FAC
8902,BLUE,> 95 L/s,1977,53.50122,-113.64348,POINT (-113.64348 53.501225),EPCOR,18616 66 AVENUE NW,FAC
7025,BLUE,> 95 L/s,1973,53.56110,-113.49098,POINT (-113.49098 53.561096),EPCOR,11203 97 STREET NW,FAC
2090,BLUE,> 95 L/s,2020,53.56316,-113.54811,POINT (-113.54811 53.563164),EPCOR,13103 114 AVENUE NW,FAC
7410,BLACK,> 95 L/s,1974,53.62755,-113.50938,POINT (-113.509384 53.62755),EPCOR,16608 109 STREET NW,FAC
3422,BLACK,> 95 L/s,1997,53.59439,-113.53494,POINT (-113.53494 53.594387),EPCOR,13335 123A STREET NW,FAC
16523,BLUE,> 95 L/s,2000,53.62344,-113.49156,POINT (-113.491554 53.62344),EPCOR,16135 97 STREET NW,FAC
18266,BLUE,> 95 L/s,2004,53.42009,-113.45966,POINT (-113.45966 53.42009),EPCOR,3040 SPENCE WYND SW,FAC
9718,BLUE,> 95 L/s,1978,53.45469,-113.41292,POINT (-113.41292 53.45469),EPCOR,4543 22 AVENUE NW,FAC
18735,BLUE,> 95 L/s,2006,53.44250,-113.48194,POINT (-113.48193 53.442505),EPCOR,1403 PARSONS ROAD NW,FAC
17031,BLACK,> 95 L/s,2002,53.42635,-113.53186,POINT (-113.53186 53.426353),EPCOR,3203 MCPHADDEN PLACE SW,FAC
9028,BLUE,> 95 L/s,1977,53.63349,-113.50285,POINT (-113.502846 53.633484),EPCOR,10330 172 AVENUE NW,FAC
13982,BLUE,> 95 L/s,1990,53.52533,-113.64927,POINT (-113.64928 53.525333),EPCOR,18908 90A AVENUE NW,FAC
20129,BLUE,> 95 L/s,2009,53.58982,-113.61571,POINT (-113.615715 53.58982),EPCOR,12908 170 STREET NW,FAC
2594,BLUE,> 95 L/s,1995,53.56669,-113.50192,POINT (-113.501915 53.566692),EPCOR,10515 PRINCESS ELIZABETH AVENUE NW,FAC
6251,BLUE,> 95 L/s,1968,53.61361,-113.45514,POINT (-113.45514 53.613613),EPCOR,7339 152A AVENUE NW,FAC
17825,BLUE,> 95 L/s,2003,53.47576,-113.58723,POINT (-113.58723 53.47576),EPCOR,3811 RIVERBEND ROAD NW,FAC
5103,BLACK,> 95 L/s,2016,53.51699,-113.58215,POINT (-113.58215 53.516987),EPCOR,8411 152 STREET NW,FAC
27595,BLUE,> 95 L/s,2021,53.45533,-113.67582,POINT (-113.67582 53.45533),EPCOR,20703 25 AVENUE NW,CCC
14187,BLACK,> 95 L/s,1988,53.55577,-113.53753,POINT (-113.53754 53.55577),EPCOR,10959 125 STREET NW,FAC
21898,BLUE,> 95 L/s,2013,53.58970,-113.31509,POINT (-113.31509 53.5897),EPCOR,2450 130 AVENUE NE,FAC
18036,BLUE,> 95 L/s,2004,53.52385,-113.68748,POINT (-113.68748 53.523846),EPCOR,21343 90 AVENUE NW,FAC
6336,BLUE,> 95 L/s,1969,53.60646,-113.47400,POINT (-113.47401 53.60646),EPCOR,8616 144 AVENUE NW,FAC
10180,BLACK,> 95 L/s,1979,53.51230,-113.39779,POINT (-113.39779 53.5123),EPCOR,3604 76 AVENUE NW,FAC
9503,BLUE,> 95 L/s,1978,53.48550,-113.57923,POINT (-113.57923 53.4855),EPCOR,4715 151 STREET NW,FAC
11376,BLACK,> 95 L/s,1980,53.63447,-113.47982,POINT (-113.47982 53.63447),EPCOR,17219 91 STREET NW,FAC
8220,BLACK,> 95 L/s,1971,53.57146,-113.50381,POINT (-113.50381 53.571457),EPCOR,11841 106A STREET NW,FAC
4422,ORANGE,30-60 L/s,2017,53.48922,-113.51825,POINT (-113.51826 53.489216),EPCOR,5212 111A STREET NW,FAC
20516,BLUE,> 95 L/s,2012,53.59956,-113.58792,POINT (-113.58792 53.59956),EPCOR,15550 137 AVENUE NW,CCC
14813,BLACK,> 95 L/s,1992,53.57848,-113.41520,POINT (-113.4152 53.578476),EPCOR,4718 123 AVENUE NW,FAC
8765,BLUE,> 95 L/s,1976,53.50228,-113.63121,POINT (-113.63121 53.502277),EPCOR,40 WILLOWDALE PLACE NW,FAC
24339,BLUE,> 95 L/s,2016,53.45916,-113.67189,POINT (-113.67189 53.45916),EPCOR,20367 29 AVENUE NW,FAC
27586,BLUE,> 95 L/s,2021,53.46946,-113.34820,POINT (-113.3482 53.469456),EPCOR,3232 4 STREET NW,INSERVICE
21366,BLUE,> 95 L/s,2012,53.44722,-113.62162,POINT (-113.62163 53.447224),EPCOR,239 WINDERMERE DRIVE NW,FAC
13976,BLUE,> 95 L/s,1988,53.55591,-113.62940,POINT (-113.6294 53.555912),EPCOR,10787 180 STREET NW,FAC
23490,BLUE,> 95 L/s,2014,53.54558,-113.51035,POINT (-113.51035 53.545586),EPCOR,10338 109 STREET NW,FAC
,BLUE,> 95 L/s,2017,53.53518,-113.50302,POINT (-113.50302 53.53518),EPCOR,9740 106 STREET NW,FAC
4862,BLACK,> 95 L/s,1999,53.59669,-113.48714,POINT (-113.48714 53.59669),EPCOR,9403 135 AVENUE NW,FAC
2261,BLACK,> 95 L/s,1997,53.52688,-113.44992,POINT (-113.44992 53.52688),EPCOR,9204 79 STREET NW,FAC
4138,BLUE,> 95 L/s,2018,53.52509,-113.42537,POINT (-113.42537 53.52509),EPCOR,9011 60 STREET NW,FAC
2513,BLUE,> 95 L/s,1992,53.55551,-113.57168,POINT (-113.57168 53.555515),EPCOR,10860 MCQUEEN ROAD NW,FAC
22415,BLUE,> 95 L/s,2015,53.55493,-113.66830,POINT (-113.6683 53.55493),EPCOR,20104 109 AVENUE NW,FAC
26518,BLUE,> 95 L/s,2019,53.52188,-113.49894,POINT (-113.49894 53.52188),EPCOR,10428 86 AVENUE NW,CCC
25726,BLUE,> 95 L/s,2021,53.45746,-113.65652,POINT (-113.65652 53.45746),EPCOR,2508 193 STREET NW,CCC
12586,BLACK,> 95 L/s,1982,53.56271,-113.63020,POINT (-113.630196 53.56271),EPCOR,18003 114 AVENUE NW,FAC
2834,BLUE,> 95 L/s,1992,53.54601,-113.49101,POINT (-113.49101 53.546013),EPCOR,10320 100 STREET NW,FAC
15365,BLACK,> 95 L/s,1996,53.47572,-113.38311,POINT (-113.38311 53.475723),EPCOR,2812 39 AVENUE NW,FAC
7742,BLUE,> 95 L/s,1976,53.50936,-113.63737,POINT (-113.637375 53.509357),EPCOR,18302 76 AVENUE NW,FAC
18170,BLUE,> 95 L/s,2007,53.61069,-113.53810,POINT (-113.53809 53.610687),EPCOR,14751 125 STREET NW,INSERVICE
15078,BLUE,> 95 L/s,2009,53.46189,-113.57783,POINT (-113.57783 53.461887),EPCOR,1083 CARTER CREST ROAD NW,FAC
23670,BLUE,> 95 L/s,2017,53.63964,-113.43752,POINT (-113.437515 53.63964),EPCOR,1370 MCCONACHIE BOULEVARD NW,FAC
4723,BLACK,> 95 L/s,1993,53.48632,-113.50007,POINT (-113.50007 53.486317),EPCOR,4812 104A STREET NW,FAC
19617,BLUE,> 95 L/s,2008,53.59923,-113.59260,POINT (-113.5926 53.599236),EPCOR,13560 156 STREET NW,FAC
4983,BLUE,> 95 L/s,1991,53.52865,-113.58517,POINT (-113.585175 53.528652),EPCOR,9306 153 STREET NW,FAC
635,BLUE,> 95 L/s,2018,53.55876,-113.44857,POINT (-113.44857 53.558754),EPCOR,7340 ADA BOULEVARD NW,FAC
27768,BLUE,> 95 L/s,2022,53.64165,-113.45128,POINT (-113.45128 53.641647),EPCOR,7143 178 AVENUE NW,INSERVICE
5830,BLUE,> 95 L/s,2012,53.50896,-113.43912,POINT (-113.439125 53.50896),EPCOR,7115 GIRARD ROAD NW,FAC
4571,BLUE,> 95 L/s,1962,53.54105,-113.42853,POINT (-113.42853 53.54105),EPCOR,10021 62 STREET NW,FAC
15568,BLACK,> 95 L/s,1996,53.63183,-113.46892,POINT (-113.46892 53.631832),EPCOR,8315 171 AVENUE NW,FAC
2005,GREEN,60-95 L/s,1993,53.56882,-113.48640,POINT (-113.4864 53.568817),EPCOR,11650 94 STREET NW,FAC
7927,BLUE,> 95 L/s,1975,53.56408,-113.60258,POINT (-113.602585 53.564075),EPCOR,11435 163 STREET NW,FAC
19915,BLUE,> 95 L/s,2013,53.41103,-113.47513,POINT (-113.475136 53.411026),EPCOR,9016 24 AVENUE SW,FAC
1454,BLUE,> 95 L/s,1990,53.56850,-113.54528,POINT (-113.54528 53.568497),EPCOR,11704 129 STREET NW,FAC
18932,BLUE,> 95 L/s,2006,53.48409,-113.68233,POINT (-113.682335 53.484085),EPCOR,4528 211 STREET NW,FAC
12900,BLACK,> 95 L/s,1984,53.47666,-113.50134,POINT (-113.501335 53.47666),EPCOR,4016 105 STREET NW,FAC
23179,BLUE,> 95 L/s,2018,53.46223,-113.67406,POINT (-113.67406 53.462234),EPCOR,1605 ENRIGHT WAY NW,FAC
20007,BLUE,> 95 L/s,2010,53.40761,-113.47276,POINT (-113.47276 53.407608),EPCOR,4904 CRABAPPLE LANE SW,FAC
12207,BLUE,> 95 L/s,1978,53.53038,-113.41171,POINT (-113.41171 53.53038),EPCOR,4820 93 AVENUE NW,FAC
16802,BLUE,> 95 L/s,2001,53.45822,-113.38669,POINT (-113.38669 53.458225),EPCOR,3203 28A AVENUE NW,FAC
15615,BLACK,> 95 L/s,1997,53.59003,-113.60650,POINT (-113.60651 53.59003),EPCOR,16405 130 AVENUE NW,FAC
27428,BLUE,> 95 L/s,2021,53.42503,-113.44546,POINT (-113.445465 53.425034),EPCOR,6910 ELLERSLIE ROAD SW,INSERVICE
19097,BLUE,> 95 L/s,2007,53.41860,-113.46158,POINT (-113.46158 53.418602),EPCOR,8112 16A AVENUE SW,FAC
26845,BLUE,> 95 L/s,2021,53.46565,-113.67838,POINT (-113.67838 53.465645),EPCOR,465 EDGEMONT DRIVE NW,CCC
18764,BLUE,> 95 L/s,2006,53.44442,-113.55807,POINT (-113.55807 53.444416),EPCOR,4118 MACNEIL COURT NW,FAC
451,BLUE,> 95 L/s,2017,53.57665,-113.46830,POINT (-113.4683 53.57665),EPCOR,12147 83 STREET NW,FAC
4427,BLACK,> 95 L/s,1990,53.52029,-113.42125,POINT (-113.42126 53.52029),EPCOR,8507 54 STREET NW,FAC
5646,BLUE,> 95 L/s,1965,53.60085,-113.45169,POINT (-113.45168 53.600845),EPCOR,7112 138 AVENUE NW,FAC
26166,BLUE,> 95 L/s,2021,53.40774,-113.44570,POINT (-113.4457 53.407745),EPCOR,1736 PLUM CRESCENT SW,CCC
4822,BLUE,> 95 L/s,2012,53.58482,-113.45654,POINT (-113.456535 53.58482),EPCOR,7503 127 AVENUE NW,FAC
16051,BLUE,> 95 L/s,1998,53.51950,-113.40458,POINT (-113.40458 53.519497),EPCOR,4120 84 AVENUE NW,FAC
23140,BLUE,> 95 L/s,2017,53.41794,-113.55642,POINT (-113.55642 53.41794),EPCOR,2088 GRAYDON HILL CRESCENT SW,FAC
27037,BLUE,> 95 L/s,2020,53.45228,-113.36529,POINT (-113.36529 53.452274),EPCOR,1431 17 AVENUE NW,FAC
11226,BLUE,> 95 L/s,1980,53.45299,-113.50919,POINT (-113.509186 53.452988),EPCOR,2118 109 STREET NW,FAC
10776,BLUE,> 95 L/s,1979,53.44610,-113.51041,POINT (-113.510414 53.446106),EPCOR,10927 16 AVENUE NW,FAC
12470,BLUE,> 95 L/s,1982,53.49456,-113.64730,POINT (-113.6473 53.494564),EPCOR,18663 61 AVENUE NW,FAC
17787,BLUE,> 95 L/s,2004,53.44505,-113.57514,POINT (-113.57514 53.44505),EPCOR,4950 TERWILLEGAR COMMON NW,FAC
15167,BLUE,> 95 L/s,1993,53.50485,-113.51905,POINT (-113.51905 53.504852),EPCOR,6805 112 STREET NW,FAC
23644,BLUE,> 95 L/s,2018,53.45863,-113.43117,POINT (-113.43117 53.458633),EPCOR,6470 28 AVENUE NW,FAC
14331,BLUE,> 95 L/s,1990,53.53942,-113.57824,POINT (-113.57824 53.539425),EPCOR,14981 STONY PLAIN ROAD NW,FAC
14852,BLACK,> 95 L/s,1991,53.59673,-113.37817,POINT (-113.378174 53.59673),EPCOR,153 RIVER POINT NW,FAC
19853,BLUE,> 95 L/s,2008,53.50663,-113.35557,POINT (-113.355576 53.50663),EPCOR,835 70 AVENUE NW,FAC
2218,BLUE,> 95 L/s,2020,53.52590,-113.46259,POINT (-113.46259 53.5259),EPCOR,9020 88 STREET NW,FAC
18559,BLUE,> 95 L/s,2005,53.60481,-113.49850,POINT (-113.4985 53.604813),EPCOR,1615 KERR ROAD NW,FAC
18612,BLUE,> 95 L/s,2005,53.41158,-113.53389,POINT (-113.53389 53.411583),EPCOR,11935 21 AVENUE SW,FAC
18157,BLUE,> 95 L/s,2005,53.42233,-113.52298,POINT (-113.52298 53.42233),EPCOR,1136 115 STREET SW,FAC
7094,BLUE,> 95 L/s,1973,53.60497,-113.52302,POINT (-113.52302 53.60497),EPCOR,14229 117 STREET NW,FAC
20035,BLUE,> 95 L/s,2009,53.58586,-113.43807,POINT (-113.43807 53.585854),EPCOR,540 BELVEDERE WAY NW,FAC
14344,BLUE,> 95 L/s,1990,53.48391,-113.39578,POINT (-113.395775 53.483913),EPCOR,3524 44A AVENUE NW,FAC
7852,BLACK,> 95 L/s,1975,53.59320,-113.38767,POINT (-113.387665 53.593204),EPCOR,3005 132A AVENUE NW,FAC
18129,BLUE,> 95 L/s,2004,53.61106,-113.56247,POINT (-113.56247 53.611057),EPCOR,14828 140 STREET NW,FAC
12722,BLUE,> 95 L/s,1983,53.58755,-113.44056,POINT (-113.44057 53.58755),EPCOR,12841 65 STREET NW,FAC
4176,BLACK,> 95 L/s,1991,53.53263,-113.41993,POINT (-113.41993 53.532627),EPCOR,5207 94A AVENUE NW,FAC
17607,BLUE,> 95 L/s,2005,53.54758,-113.64002,POINT (-113.64002 53.547585),EPCOR,10426 184 STREET NW,FAC
22590,BLUE,> 95 L/s,2013,53.54963,-113.48144,POINT (-113.481445 53.54963),EPCOR,9510 105 AVENUE NW,FAC
3873,BLUE,> 95 L/s,2010,53.59258,-113.49715,POINT (-113.49715 53.592583),EPCOR,13207 103 STREET NW,FAC
21173,BLUE,> 95 L/s,2011,53.59729,-113.65595,POINT (-113.655945 53.597286),EPCOR,2319 SPARROW CRESCENT NW,FAC
9294,BLUE,> 95 L/s,1977,53.49622,-113.64347,POINT (-113.64347 53.496216),EPCOR,18624 62A AVENUE NW,FAC
16955,BLUE,> 95 L/s,2002,53.44558,-113.58196,POINT (-113.58196 53.445576),EPCOR,4634 TURNER SQUARE NW,FAC
21863,BLUE,> 95 L/s,2013,53.41451,-113.49829,POINT (-113.49829 53.414513),EPCOR,2120 103A STREET SW,FAC
12084,BLACK,> 95 L/s,1981,53.54005,-113.62764,POINT (-113.62764 53.540054),EPCOR,10070 178 STREET NW,FAC
9520,BLUE,> 95 L/s,1978,53.48744,-113.57668,POINT (-113.57668 53.48744),EPCOR,14816 48 AVENUE NW,FAC
9999,BLUE,> 95 L/s,1978,53.45156,-113.52054,POINT (-113.520546 53.45156),EPCOR,2013 112A STREET NW,FAC
11501,BLACK,> 95 L/s,1981,53.62432,-113.49380,POINT (-113.4938 53.62432),EPCOR,9810 162A AVENUE NW,FAC
24282,BLUE,> 95 L/s,2015,53.59298,-113.65828,POINT (-113.65828 53.592983),EPCOR,1774 TANAGER CLOSE NW,FAC
27379,BLUE,> 95 L/s,2021,53.55675,-113.66757,POINT (-113.667564 53.556755),EPCOR,20135 110 AVENUE NW,INSERVICE
2988,BLACK,> 95 L/s,1957,53.58251,-113.47002,POINT (-113.47002 53.58251),EPCOR,8310 YELLOWHEAD TRAIL NW,FAC
10544,BLACK,> 95 L/s,1979,53.47901,-113.58242,POINT (-113.58242 53.47901),EPCOR,4124 RAMSAY CRESCENT NW,FAC
3531,BLUE,> 95 L/s,2012,53.58495,-113.44993,POINT (-113.44993 53.584953),EPCOR,12651 71 STREET NW,FAC
24695,BLUE,> 95 L/s,2017,53.43809,-113.38446,POINT (-113.38447 53.43809),EPCOR,1104 29 STREET NW,FAC
26738,BLUE,> 95 L/s,2021,53.40811,-113.60634,POINT (-113.606346 53.40811),EPCOR,16312 31 AVENUE SW,CCC
17667,BLUE,> 95 L/s,2003,53.48863,-113.67385,POINT (-113.67385 53.488632),EPCOR,5215 205 STREET NW,FAC
1623,GREEN,60-95 L/s,2011,53.50806,-113.47335,POINT (-113.47335 53.50806),EPCOR,9355 72 AVENUE NW,FAC
20911,BLUE,> 95 L/s,2011,53.42178,-113.62554,POINT (-113.625534 53.421776),EPCOR,1232 177 STREET SW,FAC
9010,BLUE,> 95 L/s,1977,53.44688,-113.42080,POINT (-113.4208 53.446884),EPCOR,1720 51 STREET NW,FAC
18798,BLUE,> 95 L/s,2006,53.48442,-113.63209,POINT (-113.63209 53.484425),EPCOR,4530 DONSDALE DRIVE NW,FAC
25407,BLUE,> 95 L/s,2018,53.41447,-113.61923,POINT (-113.61923 53.414474),EPCOR,1196 KESWICK DRIVE SW,FAC
1120,BLUE,> 95 L/s,1990,53.52454,-113.45757,POINT (-113.45757 53.524544),EPCOR,8309 90 AVENUE NW,FAC
26043,BLUE,> 95 L/s,2018,53.40740,-113.61039,POINT (-113.6104 53.407402),EPCOR,16644 31 AVENUE SW,FAC
14038,BLACK,> 95 L/s,1989,53.53804,-113.51569,POINT (-113.51569 53.538044),EPCOR,9929 113 STREET NW,FAC
15071,BLACK,> 95 L/s,1993,53.62367,-113.42389,POINT (-113.42389 53.623672),EPCOR,16204 55A STREET NW,FAC
23847,BLUE,> 95 L/s,2017,53.47042,-113.65867,POINT (-113.65867 53.470417),EPCOR,504 EAGLESON WYND NW,FAC
26199,BLUE,> 95 L/s,2021,53.41978,-113.64798,POINT (-113.64798 53.419777),EPCOR,4704 KNIGHT CLOSE SW,CCC
11601,BLACK,> 95 L/s,1981,53.46214,-113.41202,POINT (-113.41202 53.462143),EPCOR,4571 32 AVENUE NW,FAC
23792,BLUE,> 95 L/s,2015,53.45712,-113.36540,POINT (-113.3654 53.45712),EPCOR,1405 25 AVENUE NW,FAC
6322,BLUE,> 95 L/s,1969,53.60571,-113.44306,POINT (-113.443054 53.60571),EPCOR,14404 65 STREET NW,FAC
7462,BLACK,> 95 L/s,1974,53.62865,-113.49855,POINT (-113.49856 53.628647),EPCOR,16612 100 STREET NW,FAC
4997,BLUE,> 95 L/s,1997,53.52634,-113.60296,POINT (-113.60296 53.526344),EPCOR,9009 163 STREET NW,FAC
14123,BLUE,> 95 L/s,1989,53.55187,-113.56761,POINT (-113.56761 53.551872),EPCOR,10720 142 STREET NW,FAC
1210,BLUE,> 95 L/s,1992,53.55423,-113.56730,POINT (-113.5673 53.554234),EPCOR,10904 142 STREET NW,FAC
3588,BLUE,> 95 L/s,2021,53.49144,-113.50043,POINT (-113.500435 53.491436),EPCOR,5316 105 STREET NW,INSERVICE
11170,BLUE,> 95 L/s,1980,53.46106,-113.41661,POINT (-113.4166 53.461056),EPCOR,3004 48 STREET NW,FAC
16141,BLUE,> 95 L/s,1999,53.53336,-113.60288,POINT (-113.60288 53.53336),EPCOR,9560 163 STREET NW,FAC
20812,BLUE,> 95 L/s,2011,53.40016,-113.57641,POINT (-113.57641 53.400158),EPCOR,630 CHAPPELLE DRIVE SW,FAC
5135,BLUE,> 95 L/s,1965,53.51373,-113.58410,POINT (-113.5841 53.513733),EPCOR,15206 81 AVENUE NW,FAC
9786,BLUE,> 95 L/s,1978,53.44880,-113.40626,POINT (-113.406265 53.448795),EPCOR,4111 18 AVENUE NW,FAC
13204,BLUE,> 95 L/s,1986,53.47313,-113.56727,POINT (-113.56727 53.473125),EPCOR,636 BUTCHART WYND NW,FAC
4222,BLUE,> 95 L/s,2010,53.49722,-113.52589,POINT (-113.52589 53.497215),EPCOR,11340 60 AVENUE NW,FAC
18890,BLUE,> 95 L/s,2007,53.42932,-113.43615,POINT (-113.43615 53.429317),EPCOR,6204 4 AVENUE SW,FAC
22347,BLUE,> 95 L/s,2013,53.63592,-113.52963,POINT (-113.52963 53.635918),EPCOR,12006 173A AVENUE NW,FAC
4462,BLACK,> 95 L/s,1962,53.59779,-113.52592,POINT (-113.52592 53.597794),EPCOR,11803 135A AVENUE NW,FAC
25786,BLUE,> 95 L/s,2019,53.49407,-113.50884,POINT (-113.508835 53.49407),EPCOR,10718 58 AVENUE NW,FAC
19834,BLUE,> 95 L/s,2008,53.53374,-113.69259,POINT (-113.69259 53.533737),EPCOR,21805 95A AVENUE NW,FAC
23825,BLUE,> 95 L/s,2015,53.42005,-113.59980,POINT (-113.59979 53.420048),EPCOR,1504 161 STREET SW,FAC
17363,BLUE,> 95 L/s,2002,53.62472,-113.41483,POINT (-113.41483 53.624725),EPCOR,5209 162A AVENUE NW,FAC
436,BLUE,> 95 L/s,2003,53.54513,-113.54950,POINT (-113.5495 53.545128),EPCOR,10325 132 STREET NW,FAC
829,BLACK,> 95 L/s,1953,53.51616,-113.47652,POINT (-113.47652 53.516155),EPCOR,9564 80 AVENUE NW,FAC
4775,BLACK,> 95 L/s,1963,53.47677,-113.54110,POINT (-113.5411 53.476765),EPCOR,4003 120 STREET NW,FAC
1365,BLACK,> 95 L/s,1995,53.57666,-113.49654,POINT (-113.496544 53.57666),EPCOR,10221 122 AVENUE NW,FAC
330,BLUE,> 95 L/s,2009,53.57032,-113.47757,POINT (-113.47757 53.57032),EPCOR,8819 118 AVENUE NW,FAC
13954,BLUE,> 95 L/s,1988,53.61534,-113.43212,POINT (-113.43212 53.615337),EPCOR,5924 152C AVENUE NW,FAC
26910,BLUE,> 95 L/s,2019,53.55480,-113.63335,POINT (-113.633354 53.554794),EPCOR,10761 181 STREET NW,CCC
8997,BLUE,> 95 L/s,1977,53.45073,-113.42502,POINT (-113.425026 53.450726),EPCOR,1920 55 STREET NW,FAC
21660,BLUE,> 95 L/s,2012,53.45895,-113.36224,POINT (-113.362236 53.45895),EPCOR,2703 12 STREET NW,FAC
8372,BLUE,> 95 L/s,1976,53.48975,-113.45850,POINT (-113.4585 53.489754),EPCOR,8723 53 AVENUE NW,FAC
20320,BLUE,> 95 L/s,2008,53.59928,-113.59939,POINT (-113.59939 53.59928),EPCOR,16003 137 AVENUE NW,FAC
25034,BLUE,> 95 L/s,2017,53.39896,-113.55178,POINT (-113.55178 53.398956),EPCOR,1915 DAVIDSON WYND SW,FAC
21018,BLUE,> 95 L/s,2011,53.57007,-113.49387,POINT (-113.493866 53.570065),EPCOR,11735 101 STREET NW,FAC
6407,BLUE,> 95 L/s,1969,53.50512,-113.43931,POINT (-113.43931 53.50512),EPCOR,7220 68 AVENUE NW,FAC
7464,BLUE,> 95 L/s,1974,53.62558,-113.50026,POINT (-113.50026 53.62558),EPCOR,16404 102 STREET NW,FAC
